date,row_index,within_date_order,innovation,innovation_variance,innovation_model_units,innovation_variance_model_units,carry_innovation,standardized_innovation,observation_noise_model
2023-07-03,915,3,-0.00041757928159962855,2.4212947042987507e-05,-0.00041757928159962855,2.4212947042987507e-05,0.0009016756169053925,0.04425811036505497,constant_log_futures
2023-07-04,916,0,-0.0005215642140064792,8.4542428812582e-06,-0.0005215642140064792,8.4542428812582e-06,0.009789359093660072,-0.17937851540603825,constant_log_futures
2023-07-04,917,1,0.0005860876619164694,1.8259150680474912e-05,0.0005860876619164694,1.8259150680474912e-05,-0.004333496651746016,0.7516993085943235,constant_log_futures
2023-07-04,918,2,-0.00020360565702305308,2.1535902665552405e-05,-0.00020360565702305308,2.1535902665552405e-05,0.0009373543455400934,-0.3069372411906807,constant_log_futures
2023-07-04,919,3,-0.0009779264089076443,2.4185240201309814e-05,-0.0009779264089076443,2.4185240201309814e-05,0.0021304825336916538,-0.6363342715755465,constant_log_futures
2023-07-05,920,0,0.0002097240356729894,7.734119867858543e-06,0.0002097240356729894,7.734119867858543e-06,-0.004264388725350785,0.0754123990196196,constant_log_futures
2023-07-05,921,1,0.0018868009891320116,1.7975036155557115e-05,0.0018868009891320116,1.7975036155557115e-05,-0.014386857542131587,0.9090828809109909,constant_log_futures
2023-07-05,922,2,0.0011606918733971672,2.144873684379092e-05,0.0011606918733971672,2.144873684379092e-05,-0.005446323405940554,-0.28945280123063344,constant_log_futures
2023-07-05,923,3,0.0002783705980456564,2.41576986801844e-05,0.0002783705980456564,2.41576986801844e-05,-0.0006119137470553168,-0.726670520623696,constant_log_futures
2023-07-06,924,0,-0.0027714450563533066,7.003087394064165e-06,-0.0027714450563533066,7.003087394064165e-06,0.06147569034092789,-1.047276841637179,constant_log_futures
