model,model_label,sessions_to_expiry,observation_noise_carry_bps,approximate_futures_noise_points_at_7500
constant_carry,Constant carry noise,149,59.84790269724523,27.409848878758833
constant_carry,Constant carry noise,150,59.84790269724523,27.59380759606594
constant_carry,Constant carry noise,151,59.84790269724523,27.777766313373043
constant_carry,Constant carry noise,152,59.84790269724523,27.961725030680153
constant_carry,Constant carry noise,153,59.84790269724523,28.145683747987256
constant_carry,Constant carry noise,154,59.84790269724523,28.329642465294363
constant_carry,Constant carry noise,155,59.84790269724523,28.513601182601466
constant_carry,Constant carry noise,156,59.84790269724523,28.697559899908576
constant_carry,Constant carry noise,157,59.84790269724523,28.881518617215683
constant_carry,Constant carry noise,158,59.84790269724523,29.065477334522793
constant_carry,Constant carry noise,159,59.84790269724523,29.249436051829896
constant_carry,Constant carry noise,160,59.84790269724523,29.433394769137
constant_carry,Constant carry noise,161,59.84790269724523,29.617353486444106
constant_carry,Constant carry noise,162,59.84790269724523,29.80131220375121
constant_carry,Constant carry noise,163,59.84790269724523,29.98527092105832
constant_carry,Constant carry noise,164,59.84790269724523,30.169229638365426
constant_carry,Constant carry noise,165,59.84790269724523,30.353188355672536
constant_carry,Constant carry noise,166,59.84790269724523,30.53714707297964
constant_carry,Constant carry noise,167,59.84790269724523,30.721105790286746
constant_carry,Constant carry noise,168,59.84790269724523,30.90506450759385
constant_carry,Constant carry noise,169,59.84790269724523,31.08902322490096
constant_carry,Constant carry noise,170,59.84790269724523,31.272981942208062
constant_carry,Constant carry noise,171,59.84790269724523,31.456940659515165
constant_carry,Constant carry noise,172,59.84790269724523,31.64089937682228
constant_carry,Constant carry noise,173,59.84790269724523,31.824858094129382
constant_carry,Constant carry noise,174,59.84790269724523,32.00881681143649
constant_carry,Constant carry noise,175,59.84790269724523,32.192775528743596
constant_carry,Constant carry noise,176,59.84790269724523,32.3767342460507
constant_carry,Constant carry noise,177,59.84790269724523,32.5606929633578
constant_carry,Constant carry noise,178,59.84790269724523,32.744651680664916
constant_carry,Constant carry noise,179,59.84790269724523,32.928610397972015
constant_carry,Constant carry noise,180,59.84790269724523,33.11256911527913
constant_carry,Constant carry noise,181,59.84790269724523,33.296527832586236
constant_carry,Constant carry noise,182,59.84790269724523,33.48048654989334
constant_carry,Constant carry noise,183,59.84790269724523,33.66444526720044
constant_carry,Constant carry noise,184,59.84790269724523,33.84840398450755
constant_carry,Constant carry noise,185,59.84790269724523,34.032362701814655
constant_carry,Constant carry noise,186,59.84790269724523,34.216321419121755
constant_carry,Constant carry noise,187,59.84790269724523,34.400280136428876
constant_carry,Constant carry noise,188,59.84790269724523,34.584238853735975
constant_carry,Constant carry noise,189,59.84790269724523,34.76819757104308
constant_carry,Constant carry noise,190,59.84790269724523,34.95215628835019
constant_carry,Constant carry noise,191,59.84790269724523,35.136115005657295
constant_carry,Constant carry noise,192,59.84790269724523,35.320073722964395
constant_carry,Constant carry noise,193,59.84790269724523,35.50403244027151
constant_carry,Constant carry noise,194,59.84790269724523,35.68799115757861
constant_carry,Constant carry noise,195,59.84790269724523,35.87194987488572
constant_carry,Constant carry noise,196,59.84790269724523,36.05590859219283
constant_carry,Constant carry noise,197,59.84790269724523,36.23986730949993
constant_carry,Constant carry noise,198,59.84790269724523,36.423826026807035
constant_carry,Constant carry noise,199,59.84790269724523,36.60778474411414
constant_carry,Constant carry noise,200,59.84790269724523,36.79174346142125
constant_carry,Constant carry noise,201,59.84790269724523,36.975702178728355
